dyad,id_1,id_2,node_1,node_2,dyad_id,sex_1,sex_2,age_1,age_2,family_1,family_2,clique_1,clique_2,pair_type,edge,event_count,age_cat_1,age_cat_2,age_dyad,age_diff,dem_class_1,dem_class_2,dem_dyad,dem_dyad_f,dem_diff,sex_dyad,sex_diff,apart
M37_U14,M37,U14,81,105,6385,M,U,6,2,NA,F13,NA,6,no_group,0.24398573514470256,7,A,J,A_J,4,AM,JU,AM_JU,9,1,M_U,1,13
M37_U15,M37,U15,81,106,6386,M,U,6,2,NA,F44,NA,4,no_group,0.15472737110040996,2,A,J,A_J,4,AM,JU,AM_JU,9,1,M_U,1,18
M37_U16,M37,U16,81,107,6387,M,U,6,2,NA,F23,NA,6,no_group,0.21671654321806497,8,A,J,A_J,4,AM,JU,AM_JU,9,1,M_U,1,12
M37_U17,M37,U17,81,108,6388,M,U,6,2,NA,F37,NA,2,no_group,0.22164025606033722,4,A,J,A_J,4,AM,JU,AM_JU,9,1,M_U,1,16
M37_U18,M37,U18,81,109,6389,M,U,6,2,NA,F42,NA,8,no_group,0.12915718507249183,2,A,J,A_J,4,AM,JU,AM_JU,9,1,M_U,1,18
M37_U19,M37,U19,81,110,6390,M,U,6,2,NA,F38,NA,7,no_group,0.25900683009189485,9,A,J,A_J,4,AM,JU,AM_JU,9,1,M_U,1,11
M37_U20,M37,U20,81,112,6392,M,U,6,2,NA,F49,NA,1,no_group,0.19827833427414984,6,A,J,A_J,4,AM,JU,AM_JU,9,1,M_U,1,14
M38_M39,M38,M39,82,82,6400,M,M,6,6,NA,NA,NA,NA,no_group,0.22712034310654178,4,A,A,A_A,0,AM,AM,AM_AM,7,0,M_M,0,16
M38_M40,M38,M40,82,84,6402,M,M,6,6,NA,NA,NA,NA,no_group,0.131841039717148,2,A,A,A_A,0,AM,AM,AM_AM,7,0,M_M,0,18
M38_M41,M38,M41,82,85,6403,M,M,6,7,NA,NA,NA,NA,no_group,0.1966194009662793,4,A,A,A_A,1,AM,AM,AM_AM,7,0,M_M,0,16
M38_M42,M38,M42,82,86,6404,M,M,6,7,NA,NA,NA,NA,no_group,0.21872428849756684,3,A,A,A_A,1,AM,AM,AM_AM,7,0,M_M,0,17
M38_M43,M38,M43,82,87,6405,M,M,6,7,NA,NA,NA,NA,no_group,0.18038211174108623,6,A,A,A_A,1,AM,AM,AM_AM,7,0,M_M,0,14
M38_M44,M38,M44,82,88,6406,M,M,6,7,NA,NA,NA,NA,no_group,0.13521067699772918,0,A,A,A_A,1,AM,AM,AM_AM,7,0,M_M,0,20
M38_M45,M38,M45,82,89,6407,M,M,6,7,NA,NA,NA,NA,no_group,0.12564885289886701,3,A,A,A_A,1,AM,AM,AM_AM,7,0,M_M,0,17
M38_M46,M38,M46,82,90,6408,M,M,6,7,NA,NA,NA,NA,no_group,0.2325881713847549,6,A,A,A_A,1,AM,AM,AM_AM,7,0,M_M,0,14
M38_M47,M38,M47,82,91,6409,M,M,6,7,NA,NA,NA,NA,no_group,0.20941575924175374,8,A,A,A_A,1,AM,AM,AM_AM,7,0,M_M,0,12
M38_M48,M38,M48,82,92,6410,M,M,6,7,NA,NA,NA,NA,no_group,0.11622855183385013,3,A,A,A_A,1,AM,AM,AM_AM,7,0,M_M,0,17
M38_M49,M38,M49,82,93,6411,M,M,6,7,NA,NA,NA,NA,no_group,0.18376083753721664,4,A,A,A_A,1,AM,AM,AM_AM,7,0,M_M,0,16
M38_M50,M38,M50,82,95,6413,M,M,6,7,NA,NA,NA,NA,no_group,0.22371816940513525,6,A,A,A_A,1,AM,AM,AM_AM,7,0,M_M,0,14
F1_M38,F1,M38,1,81,81,F,M,3,6,NA,NA,6,NA,no_group,0.17148979227364258,0,P,A,A_P,3,PF,AM,AM_PF,10,1,F_M,1,20
F2_M38,F2,M38,12,81,1324,F,M,3,6,NA,NA,3,NA,no_group,0.22845995281479936,3,P,A,A_P,3,PF,AM,AM_PF,10,1,F_M,1,17
F3_M38,F3,M38,23,81,2446,F,M,3,6,NA,NA,8,NA,no_group,0.10195508564090439,1,P,A,A_P,3,PF,AM,AM_PF,10,1,F_M,1,19
F4_M38,F4,M38,34,81,3447,F,M,3,6,NA,NA,2,NA,no_group,0.2756258836600344,3,P,A,A_P,3,PF,AM,AM_PF,10,1,F_M,1,17
F5_M38,F5,M38,45,81,4327,F,M,3,6,NA,NA,4,NA,no_group,0.18815198842815165,5,P,A,A_P,3,PF,AM,AM_PF,10,1,F_M,1,15
F6_M38,F6,M38,47,81,4474,F,M,3,6,NA,NA,8,NA,no_group,0.2096181164499649,4,P,A,A_P,3,PF,AM,AM_PF,10,1,F_M,1,16
F7_M38,F7,M38,48,81,4546,F,M,3,6,NA,NA,2,NA,no_group,0.22564631583619799,6,P,A,A_P,3,PF,AM,AM_PF,10,1,F_M,1,14
F8_M38,F8,M38,49,81,4617,F,M,3,6,NA,NA,5,NA,no_group,0.1620062339184768,3,P,A,A_P,3,PF,AM,AM_PF,10,1,F_M,1,17
F9_M38,F9,M38,50,81,4687,F,M,3,6,NA,NA,3,NA,no_group,0.23935012854258503,5,P,A,A_P,3,PF,AM,AM_PF,10,1,F_M,1,15
F10_M38,F10,M38,2,81,199,F,M,3,6,NA,NA,8,NA,no_group,0.23775079497889806,8,P,A,A_P,3,PF,AM,AM_PF,10,1,F_M,1,12
F11_M38,F11,M38,3,81,316,F,M,4,6,NA,NA,8,NA,no_group,0.16880837870583526,4,P,A,A_P,2,PF,AM,AM_PF,10,1,F_M,1,16
F12_M38,F12,M38,4,81,432,F,M,4,6,NA,NA,2,NA,no_group,0.2053072908655853,4,P,A,A_P,2,PF,AM,AM_PF,10,1,F_M,1,16
F13_M38,F13,M38,5,81,547,F,M,4,6,U14,NA,6,NA,no_group,0.2646570847323178,5,P,A,A_P,2,PF,AM,AM_PF,10,1,F_M,1,15
F14_M38,F14,M38,6,81,661,F,M,4,6,NA,NA,3,NA,no_group,0.18982356413623963,2,P,A,A_P,2,PF,AM,AM_PF,10,1,F_M,1,18
F15_M38,F15,M38,7,81,774,F,M,4,6,U5,NA,6,NA,no_group,0.11806564145141234,2,P,A,A_P,2,PF,AM,AM_PF,10,1,F_M,1,18
F16_M38,F16,M38,8,81,886,F,M,4,6,NA,NA,7,NA,no_group,0.10518658017506113,1,P,A,A_P,2,PF,AM,AM_PF,10,1,F_M,1,19
F17_M38,F17,M38,9,81,997,F,M,4,6,NA,NA,6,NA,no_group,0.19871751983680777,4,P,A,A_P,2,PF,AM,AM_PF,10,1,F_M,1,16
F18_M38,F18,M38,10,81,1107,F,M,4,6,NA,NA,2,NA,no_group,0.1886725518208174,5,P,A,A_P,2,PF,AM,AM_PF,10,1,F_M,1,15
F19_M38,F19,M38,11,81,1216,F,M,4,6,U4,NA,1,NA,no_group,0.21897329129652096,2,P,A,A_P,2,PF,AM,AM_PF,10,1,F_M,1,18
F20_M38,F20,M38,13,81,1431,F,M,4,6,U13,NA,8,NA,no_group,0.20809927773384482,5,P,A,A_P,2,PF,AM,AM_PF,10,1,F_M,1,15
F21_M38,F21,M38,14,81,1537,F,M,5,6,U2,NA,8,NA,no_group,0.168503559167724,2,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,18
F22_M38,F22,M38,15,81,1642,F,M,5,6,NA,NA,7,NA,no_group,0.2330857817660782,3,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,17
F23_M38,F23,M38,16,81,1746,F,M,5,6,U16,NA,6,NA,no_group,0.2730515487660248,5,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,15
F24_M38,F24,M38,17,81,1849,F,M,5,6,NA,NA,6,NA,no_group,0.2411019344930435,1,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,19
F25_M38,F25,M38,18,81,1951,F,M,5,6,U6,NA,1,NA,no_group,0.17712697778902367,6,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,14
F26_M38,F26,M38,19,81,2052,F,M,5,6,NA,NA,4,NA,no_group,0.15758597052411163,3,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,17
F27_M38,F27,M38,20,81,2152,F,M,5,6,U8,NA,4,NA,no_group,0.3000002174588324,9,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,11
F28_M38,F28,M38,21,81,2251,F,M,5,6,NA,NA,8,NA,no_group,0.1641124968703646,3,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,17
F29_M38,F29,M38,22,81,2349,F,M,5,6,U7,NA,2,NA,no_group,0.20880791301404591,5,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,15
F30_M38,F30,M38,24,81,2542,F,M,5,6,NA,NA,4,NA,no_group,0.12119825449377054,3,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,17
F31_M38,F31,M38,25,81,2637,F,M,6,6,NA,NA,3,NA,no_group,0.2535628506728962,6,A,A,A_A,0,AF,AM,AF_AM,2,1,F_M,1,14
F32_M38,F32,M38,26,81,2731,F,M,6,6,NA,NA,1,NA,no_group,0.2509043955760619,2,A,A,A_A,0,AF,AM,AF_AM,2,1,F_M,1,18
F33_M38,F33,M38,27,81,2824,F,M,6,6,NA,NA,6,NA,no_group,0.13662469371869257,3,A,A,A_A,0,AF,AM,AF_AM,2,1,F_M,1,17
F34_M38,F34,M38,28,81,2916,F,M,6,6,NA,NA,5,NA,no_group,0.20700906998523394,6,A,A,A_A,0,AF,AM,AF_AM,2,1,F_M,1,14
F35_M38,F35,M38,29,81,3007,F,M,6,6,NA,NA,8,NA,no_group,0.15288712918388925,3,A,A,A_A,0,AF,AM,AF_AM,2,1,F_M,1,17
F36_M38,F36,M38,30,81,3097,F,M,6,6,U12,NA,4,NA,no_group,0.25158814911946287,5,A,A,A_A,0,AF,AM,AF_AM,2,1,F_M,1,15
F37_M38,F37,M38,31,81,3186,F,M,6,6,U17,NA,2,NA,no_group,0.21813690996488083,3,A,A,A_A,0,AF,AM,AF_AM,2,1,F_M,1,17
F38_M38,F38,M38,32,81,3274,F,M,6,6,U19,NA,7,NA,no_group,0.23520568274447967,5,A,A,A_A,0,AF,AM,AF_AM,2,1,F_M,1,15
F39_M38,F39,M38,33,81,3361,F,M,6,6,NA,NA,8,NA,no_group,0.1633915403263765,4,A,A,A_A,0,AF,AM,AF_AM,2,1,F_M,1,16
F40_M38,F40,M38,35,81,3532,F,M,6,6,NA,NA,8,NA,no_group,0.1906936400307266,4,A,A,A_A,0,AF,AM,AF_AM,2,1,F_M,1,16
F41_M38,F41,M38,36,81,3616,F,M,7,6,U9,NA,6,NA,no_group,0.19535871353041206,5,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,15
F42_M38,F42,M38,37,81,3699,F,M,7,6,U18,NA,8,NA,no_group,0.242364193342985,8,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,12
F43_M38,F43,M38,38,81,3781,F,M,7,6,U10,NA,2,NA,no_group,0.4254712140615764,7,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,13
F44_M38,F44,M38,39,81,3862,F,M,7,6,U15,NA,4,NA,no_group,0.14248625096200937,5,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,15
F45_M38,F45,M38,40,81,3942,F,M,7,6,NA,NA,3,NA,no_group,0.2077568652589613,3,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,17
F46_M38,F46,M38,41,81,4021,F,M,7,6,U11,NA,4,NA,no_group,0.16048163937088983,5,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,15
F47_M38,F47,M38,42,81,4099,F,M,7,6,NA,NA,1,NA,no_group,0.2808350335891745,5,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,15
F48_M38,F48,M38,43,81,4176,F,M,7,6,U3,NA,8,NA,no_group,0.15544489304594897,1,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,19
F49_M38,F49,M38,44,81,4252,F,M,7,6,U20,NA,1,NA,no_group,0.2178630470024637,5,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,15
F50_M38,F50,M38,46,81,4401,F,M,7,6,U1,NA,4,NA,no_group,0.20047117293219133,4,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,16
M38_U1,M38,U1,82,100,6418,M,U,6,1,NA,F50,NA,4,no_group,0.17991385694869524,2,A,C,A_C,5,AM,CU,AM_CU,8,1,M_U,1,18
M38_U2,M38,U2,82,111,6429,M,U,6,1,NA,F21,NA,8,no_group,0.2062443010806309,4,A,C,A_C,5,AM,CU,AM_CU,8,1,M_U,1,16
M38_U3,M38,U3,82,113,6431,M,U,6,1,NA,F48,NA,8,no_group,0.2647488698517531,11,A,C,A_C,5,AM,CU,AM_CU,8,1,M_U,1,9
M38_U4,M38,U4,82,114,6432,M,U,6,1,NA,F19,NA,1,no_group,0.24184868312921592,6,A,C,A_C,5,AM,CU,AM_CU,8,1,M_U,1,14
M38_U5,M38,U5,82,115,6433,M,U,6,1,NA,F15,NA,6,no_group,0.20396088290666942,7,A,C,A_C,5,AM,CU,AM_CU,8,1,M_U,1,13
M38_U6,M38,U6,82,116,6434,M,U,6,1,NA,F25,NA,1,no_group,0.07525620808023933,0,A,C,A_C,5,AM,CU,AM_CU,8,1,M_U,1,20
M38_U7,M38,U7,82,117,6435,M,U,6,1,NA,F29,NA,2,no_group,0.35354457363630043,8,A,C,A_C,5,AM,CU,AM_CU,8,1,M_U,1,12
M38_U8,M38,U8,82,118,6436,M,U,6,1,NA,F27,NA,4,no_group,0.1151352629365521,4,A,C,A_C,5,AM,CU,AM_CU,8,1,M_U,1,16
M38_U9,M38,U9,82,119,6437,M,U,6,1,NA,F41,NA,6,no_group,0.15358748979928624,4,A,C,A_C,5,AM,CU,AM_CU,8,1,M_U,1,16
M38_U10,M38,U10,82,101,6419,M,U,6,1,NA,F43,NA,2,no_group,0.1987973262403528,2,A,C,A_C,5,AM,CU,AM_CU,8,1,M_U,1,18
M38_U11,M38,U11,82,102,6420,M,U,6,2,NA,F46,NA,4,no_group,0.2798620152264071,6,A,J,A_J,4,AM,JU,AM_JU,9,1,M_U,1,14
M38_U12,M38,U12,82,103,6421,M,U,6,2,NA,F36,NA,4,no_group,0.21206359400767416,4,A,J,A_J,4,AM,JU,AM_JU,9,1,M_U,1,16
M38_U13,M38,U13,82,104,6422,M,U,6,2,NA,F20,NA,8,no_group,0.20348558561510163,8,A,J,A_J,4,AM,JU,AM_JU,9,1,M_U,1,12
M38_U14,M38,U14,82,105,6423,M,U,6,2,NA,F13,NA,6,no_group,0.18777825571142573,4,A,J,A_J,4,AM,JU,AM_JU,9,1,M_U,1,16
M38_U15,M38,U15,82,106,6424,M,U,6,2,NA,F44,NA,4,no_group,0.23661716294743873,4,A,J,A_J,4,AM,JU,AM_JU,9,1,M_U,1,16
M38_U16,M38,U16,82,107,6425,M,U,6,2,NA,F23,NA,6,no_group,0.2200126948080418,3,A,J,A_J,4,AM,JU,AM_JU,9,1,M_U,1,17
M38_U17,M38,U17,82,108,6426,M,U,6,2,NA,F37,NA,2,no_group,0.14108002177826912,2,A,J,A_J,4,AM,JU,AM_JU,9,1,M_U,1,18
M38_U18,M38,U18,82,109,6427,M,U,6,2,NA,F42,NA,8,no_group,0.2184069008632248,4,A,J,A_J,4,AM,JU,AM_JU,9,1,M_U,1,16
M38_U19,M38,U19,82,110,6428,M,U,6,2,NA,F38,NA,7,no_group,0.11856781716655551,2,A,J,A_J,4,AM,JU,AM_JU,9,1,M_U,1,18
M38_U20,M38,U20,82,112,6430,M,U,6,2,NA,F49,NA,1,no_group,0.24621348424263698,5,A,J,A_J,4,AM,JU,AM_JU,9,1,M_U,1,15
M39_M40,M39,M40,83,84,6439,M,M,6,6,NA,NA,NA,NA,no_group,0.1821895144094081,5,A,A,A_A,0,AM,AM,AM_AM,7,0,M_M,0,15
M39_M41,M39,M41,83,85,6440,M,M,6,7,NA,NA,NA,NA,no_group,0.23813015465952292,7,A,A,A_A,1,AM,AM,AM_AM,7,0,M_M,0,13
M39_M42,M39,M42,83,86,6441,M,M,6,7,NA,NA,NA,NA,no_group,0.15648140274032243,3,A,A,A_A,1,AM,AM,AM_AM,7,0,M_M,0,17
M39_M43,M39,M43,83,87,6442,M,M,6,7,NA,NA,NA,NA,no_group,0.21139066102038157,3,A,A,A_A,1,AM,AM,AM_AM,7,0,M_M,0,17
M39_M44,M39,M44,83,88,6443,M,M,6,7,NA,NA,NA,NA,no_group,0.12976160602903658,3,A,A,A_A,1,AM,AM,AM_AM,7,0,M_M,0,17
M39_M45,M39,M45,83,89,6444,M,M,6,7,NA,NA,NA,NA,no_group,0.22098313467717717,3,A,A,A_A,1,AM,AM,AM_AM,7,0,M_M,0,17
M39_M46,M39,M46,83,90,6445,M,M,6,7,NA,NA,NA,NA,no_group,0.23479894921764674,4,A,A,A_A,1,AM,AM,AM_AM,7,0,M_M,0,16
M39_M47,M39,M47,83,91,6446,M,M,6,7,NA,NA,NA,NA,no_group,0.20603380729797813,5,A,A,A_A,1,AM,AM,AM_AM,7,0,M_M,0,15
M39_M48,M39,M48,83,92,6447,M,M,6,7,NA,NA,NA,NA,no_group,0.1545429583038103,2,A,A,A_A,1,AM,AM,AM_AM,7,0,M_M,0,18
M39_M49,M39,M49,83,93,6448,M,M,6,7,NA,NA,NA,NA,no_group,0.18337360338076478,5,A,A,A_A,1,AM,AM,AM_AM,7,0,M_M,0,15
M39_M50,M39,M50,83,95,6450,M,M,6,7,NA,NA,NA,NA,no_group,0.275261012611706,6,A,A,A_A,1,AM,AM,AM_AM,7,0,M_M,0,14
F1_M39,F1,M39,1,82,82,F,M,3,6,NA,NA,6,NA,no_group,0.22804509643228954,6,P,A,A_P,3,PF,AM,AM_PF,10,1,F_M,1,14
F2_M39,F2,M39,12,82,1325,F,M,3,6,NA,NA,3,NA,no_group,0.12986456463089047,1,P,A,A_P,3,PF,AM,AM_PF,10,1,F_M,1,19
F3_M39,F3,M39,23,82,2447,F,M,3,6,NA,NA,8,NA,no_group,0.22753219982624967,5,P,A,A_P,3,PF,AM,AM_PF,10,1,F_M,1,15
F4_M39,F4,M39,34,82,3448,F,M,3,6,NA,NA,2,NA,no_group,0.1903561138516932,1,P,A,A_P,3,PF,AM,AM_PF,10,1,F_M,1,19
F5_M39,F5,M39,45,82,4328,F,M,3,6,NA,NA,4,NA,no_group,0.24997156847747506,5,P,A,A_P,3,PF,AM,AM_PF,10,1,F_M,1,15
F6_M39,F6,M39,47,82,4475,F,M,3,6,NA,NA,8,NA,no_group,0.18811451151922282,6,P,A,A_P,3,PF,AM,AM_PF,10,1,F_M,1,14
F7_M39,F7,M39,48,82,4547,F,M,3,6,NA,NA,2,NA,no_group,0.20151470566293553,3,P,A,A_P,3,PF,AM,AM_PF,10,1,F_M,1,17
F8_M39,F8,M39,49,82,4618,F,M,3,6,NA,NA,5,NA,no_group,0.26104153562413573,6,P,A,A_P,3,PF,AM,AM_PF,10,1,F_M,1,14
F9_M39,F9,M39,50,82,4688,F,M,3,6,NA,NA,3,NA,no_group,0.22154864676005745,5,P,A,A_P,3,PF,AM,AM_PF,10,1,F_M,1,15
F10_M39,F10,M39,2,82,200,F,M,3,6,NA,NA,8,NA,no_group,0.26169924545044143,8,P,A,A_P,3,PF,AM,AM_PF,10,1,F_M,1,12
F11_M39,F11,M39,3,82,317,F,M,4,6,NA,NA,8,NA,no_group,0.16520836237510655,1,P,A,A_P,2,PF,AM,AM_PF,10,1,F_M,1,19
F12_M39,F12,M39,4,82,433,F,M,4,6,NA,NA,2,NA,no_group,0.25711811911758337,5,P,A,A_P,2,PF,AM,AM_PF,10,1,F_M,1,15
F13_M39,F13,M39,5,82,548,F,M,4,6,U14,NA,6,NA,no_group,0.19533611082671468,5,P,A,A_P,2,PF,AM,AM_PF,10,1,F_M,1,15
F14_M39,F14,M39,6,82,662,F,M,4,6,NA,NA,3,NA,no_group,0.21871748968409163,6,P,A,A_P,2,PF,AM,AM_PF,10,1,F_M,1,14
F15_M39,F15,M39,7,82,775,F,M,4,6,U5,NA,6,NA,no_group,0.23510521584997995,5,P,A,A_P,2,PF,AM,AM_PF,10,1,F_M,1,15
F16_M39,F16,M39,8,82,887,F,M,4,6,NA,NA,7,NA,no_group,0.23373088436493827,2,P,A,A_P,2,PF,AM,AM_PF,10,1,F_M,1,18
F17_M39,F17,M39,9,82,998,F,M,4,6,NA,NA,6,NA,no_group,0.2833078425134428,6,P,A,A_P,2,PF,AM,AM_PF,10,1,F_M,1,14
F18_M39,F18,M39,10,82,1108,F,M,4,6,NA,NA,2,NA,no_group,0.15313826116985074,4,P,A,A_P,2,PF,AM,AM_PF,10,1,F_M,1,16
F19_M39,F19,M39,11,82,1217,F,M,4,6,U4,NA,1,NA,no_group,0.19437044238797918,3,P,A,A_P,2,PF,AM,AM_PF,10,1,F_M,1,17
F20_M39,F20,M39,13,82,1432,F,M,4,6,U13,NA,8,NA,no_group,0.21501939000450274,2,P,A,A_P,2,PF,AM,AM_PF,10,1,F_M,1,18
F21_M39,F21,M39,14,82,1538,F,M,5,6,U2,NA,8,NA,no_group,0.2558118258798936,3,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,17
F22_M39,F22,M39,15,82,1643,F,M,5,6,NA,NA,7,NA,no_group,0.19258774252155983,3,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,17
F23_M39,F23,M39,16,82,1747,F,M,5,6,U16,NA,6,NA,no_group,0.17190273513165727,3,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,17
F24_M39,F24,M39,17,82,1850,F,M,5,6,NA,NA,6,NA,no_group,0.12233725160299369,1,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,19
F25_M39,F25,M39,18,82,1952,F,M,5,6,U6,NA,1,NA,no_group,0.17623546444318863,4,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,16
F26_M39,F26,M39,19,82,2053,F,M,5,6,NA,NA,4,NA,no_group,0.18052716725930992,5,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,15
F27_M39,F27,M39,20,82,2153,F,M,5,6,U8,NA,4,NA,no_group,0.09507624980321083,3,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,17
F28_M39,F28,M39,21,82,2252,F,M,5,6,NA,NA,8,NA,no_group,0.14219062743820018,3,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,17
F29_M39,F29,M39,22,82,2350,F,M,5,6,U7,NA,2,NA,no_group,0.10767139196606448,5,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,15
F30_M39,F30,M39,24,82,2543,F,M,5,6,NA,NA,4,NA,no_group,0.19000421663404915,3,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,17
F31_M39,F31,M39,25,82,2638,F,M,6,6,NA,NA,3,NA,no_group,0.19017570561100233,7,A,A,A_A,0,AF,AM,AF_AM,2,1,F_M,1,13
F32_M39,F32,M39,26,82,2732,F,M,6,6,NA,NA,1,NA,no_group,0.22737593891544258,5,A,A,A_A,0,AF,AM,AF_AM,2,1,F_M,1,15
F33_M39,F33,M39,27,82,2825,F,M,6,6,NA,NA,6,NA,no_group,0.09428092365366683,0,A,A,A_A,0,AF,AM,AF_AM,2,1,F_M,1,20
F34_M39,F34,M39,28,82,2917,F,M,6,6,NA,NA,5,NA,no_group,0.17605808185587213,2,A,A,A_A,0,AF,AM,AF_AM,2,1,F_M,1,18
F35_M39,F35,M39,29,82,3008,F,M,6,6,NA,NA,8,NA,no_group,0.1573794642062703,3,A,A,A_A,0,AF,AM,AF_AM,2,1,F_M,1,17
F36_M39,F36,M39,30,82,3098,F,M,6,6,U12,NA,4,NA,no_group,0.1654658915351026,5,A,A,A_A,0,AF,AM,AF_AM,2,1,F_M,1,15
F37_M39,F37,M39,31,82,3187,F,M,6,6,U17,NA,2,NA,no_group,0.22377376257450152,6,A,A,A_A,0,AF,AM,AF_AM,2,1,F_M,1,14
F38_M39,F38,M39,32,82,3275,F,M,6,6,U19,NA,7,NA,no_group,0.2265293164617469,3,A,A,A_A,0,AF,AM,AF_AM,2,1,F_M,1,17
F39_M39,F39,M39,33,82,3362,F,M,6,6,NA,NA,8,NA,no_group,0.1481263460671002,3,A,A,A_A,0,AF,AM,AF_AM,2,1,F_M,1,17
F40_M39,F40,M39,35,82,3533,F,M,6,6,NA,NA,8,NA,no_group,0.19651624513289054,1,A,A,A_A,0,AF,AM,AF_AM,2,1,F_M,1,19
F41_M39,F41,M39,36,82,3617,F,M,7,6,U9,NA,6,NA,no_group,0.169186390960112,5,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,15
F42_M39,F42,M39,37,82,3700,F,M,7,6,U18,NA,8,NA,no_group,0.21499971657710046,2,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,18
F43_M39,F43,M39,38,82,3782,F,M,7,6,U10,NA,2,NA,no_group,0.27367184092557606,8,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,12
F44_M39,F44,M39,39,82,3863,F,M,7,6,U15,NA,4,NA,no_group,0.1424986393022909,3,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,17
F45_M39,F45,M39,40,82,3943,F,M,7,6,NA,NA,3,NA,no_group,0.09600159799513178,3,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,17
F46_M39,F46,M39,41,82,4022,F,M,7,6,U11,NA,4,NA,no_group,0.2732700159357444,3,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,17
F47_M39,F47,M39,42,82,4100,F,M,7,6,NA,NA,1,NA,no_group,0.26734779376166173,6,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,14
F48_M39,F48,M39,43,82,4177,F,M,7,6,U3,NA,8,NA,no_group,0.15230374820196366,4,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,16
F49_M39,F49,M39,44,82,4253,F,M,7,6,U20,NA,1,NA,no_group,0.20395823516709527,3,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,17
F50_M39,F50,M39,46,82,4402,F,M,7,6,U1,NA,4,NA,no_group,0.16290691173806873,5,A,A,A_A,1,AF,AM,AF_AM,2,1,F_M,1,15
M39_U1,M39,U1,83,100,6455,M,U,6,1,NA,F50,NA,4,no_group,0.116558721374428,3,A,C,A_C,5,AM,CU,AM_CU,8,1,M_U,1,17
M39_U2,M39,U2,83,111,6466,M,U,6,1,NA,F21,NA,8,no_group,0.17325829140270238,4,A,C,A_C,5,AM,CU,AM_CU,8,1,M_U,1,16
M39_U3,M39,U3,83,113,6468,M,U,6,1,NA,F48,NA,8,no_group,0.311281840349212,4,A,C,A_C,5,AM,CU,AM_CU,8,1,M_U,1,16
M39_U4,M39,U4,83,114,6469,M,U,6,1,NA,F19,NA,1,no_group,0.11037791912419509,2,A,C,A_C,5,AM,CU,AM_CU,8,1,M_U,1,18
M39_U5,M39,U5,83,115,6470,M,U,6,1,NA,F15,NA,6,no_group,0.11398102087284555,4,A,C,A_C,5,AM,CU,AM_CU,8,1,M_U,1,16
M39_U6,M39,U6,83,116,6471,M,U,6,1,NA,F25,NA,1,no_group,0.19123577597455005,5,A,C,A_C,5,AM,CU,AM_CU,8,1,M_U,1,15
M39_U7,M39,U7,83,117,6472,M,U,6,1,NA,F29,NA,2,no_group,0.1911833940553037,4,A,C,A_C,5,AM,CU,AM_CU,8,1,M_U,1,16
M39_U8,M39,U8,83,118,6473,M,U,6,1,NA,F27,NA,4,no_group,0.3360393462548086,5,A,C,A_C,5,AM,CU,AM_CU,8,1,M_U,1,15
M39_U9,M39,U9,83,119,6474,M,U,6,1,NA,F41,NA,6,no_group,0.18732789671879854,3,A,C,A_C,5,AM,CU,AM_CU,8,1,M_U,1,17
